<<<<<<< HEAD
id,label,transcript
436,Proud,"Bang, tubuh challenge 50 ribulangkas hari dong. Hah, ngapain? Kayak kurang kerja. Oke, jadi 50 ribulangkas 2400 km ini aku dapetin dengan 2 hal. Ya itu, lari pagi dulu, jauh 15 km di GBK yang ditemenin sama minuman elektron dari puro. Namanya live. Tata aku kalian harus coba sih. Karena bantu hidersi ku banget ini selama lari. Dan lanjo jalan kaki dengan total 26 km. Pushet, kemana aja tubang jalan sejauh itu? Ah, ini menarik nih. Dia ku berangkat naik MRT jam 5 pagi. Dan... Jam 855 di sejauh ging dan langkah aku sekarang 22500. Let's go! Jam 10 sampai 12, aku sudah di kos makan sama ngecar-sapet. Jam 1230 ini aku makan siang dulu buat isi energi. Terus lanjut naik angkot dan base transjakarta buat ke daerah cikajang. Paca meis ini, ini aku udah nientuh 30 ribulangkas. Dari sini aku jalan ke arah, jalan tirtayasa, terus ke daerah bloke nsquare, teman-iterasi, teman sambas asri, dan di jamat 1130. 35 ribul, teman-teman kari scenik pangkol. Disini aku F1 benar dengan pull up, dips, sama mainan base cap. Ini udah dapat sekitar 20 bulangka. Mitu kalian intertering, gak sih nyobain 50 ribulangka dalam sehari juga kayak aku nih. Kalo ya, coba komen di bawah ya. Jemput 3 sorry aku jalan lagi ke station MRT bloke up buat menuju ke station MRT ASEAN. Terus lanjut jalan kaki lagi di sekitar hantu, pakubono, sampai ke taman puring. Dari sini aku lanjut ke halta pasar mayestik buat naik bis ke station MRT ASEAN lagi, buat balik ke daerah fatma wati. Terus aku mampir ke minimarket di cidari cilanda buat isi rahat bentar. Terus lanjut jalan gitarin CB Spark dan dapat 3 ribuan langkah di sini. 48 ribulangka sekarang gampil 1852, di ganggu menuju cost. Wah kaki udah, milai, tapi banget. Dan sisa disini, bulan-selangkah ini aku abis ini di dalam cost abangku karena udah stopet banget. Wah gila, kira cita-cita di 50 ribulangkan dalam seharikku tercapai. Tadah menimpa pagi, selesai jantung 7 malem. Ha ha ha. Terima kasih puro buat supportnya ya, jadi bisa jalan sejauh ini. Anjis ini jalan sapa lagi, harus aku coba in. Coba komen di bawah ya."
437,Proud,"Menang Ini sempurna Uuh, balance challenge Menarik nih, ya kita cobayah Pelakannya banyak banget juga, praktikin terus Komeni boya bisa tong Jadi, badannya kayak gini nih Tengannya lurus, perkenaan lurus sama bahu Habis itu, torunin Gini sampai tangan kalian megan gagu gini Habis itu buat tangannya ke belakang Tapi bisa, tapi kita coba sekalang ya Oke, jadi gini Torun, gini Uiiii Aku bisa karena Tapi kayak gini, guys Ini nih, ya Kalau kaki ya sebelah budra zat, gini Biasanya tolong, ga bisa Ini ini Nah, coba kalian bisa ga Komeni di bawah yang Share video ini ketemu nama kalian Di depan dan nyobain juga Balance challenge ini Pada bisa tong ga Tapsuat dan Stehard"
438,Proud,"sebenernya, kalian ngelakuin bodi wix quad sambil dital di posisi bawah kayak igini sebetar 8-12 kali atau sekuatnya jalan tidak peterapa terus lanjut, lakuin rikper selanjut sambil ditalan di posisi bawah kayak igini juga 8-12 kali atau sekuatnya jalan tidak peterapa lanjut, turun ke lantai buat ngelakuin glut beris sambil ditalan sebetulnya diposisi atau sekiing ini 8-12 kali atau sekuatnya jalan tidak peterapa dan di tutup dengan gigi-gigi, pakai hanyaku kaki igini atau calf resist buat ngelakuin atau tiba-tiba sekali gue selabat dikasih dengan benda-benda dan kalian 8-12 kali atau sekuatnya jalan tidak peterapa itu udah termasuk war-odir rumah atau di kos aja yang tolong banget buat kalian yang pengen mulai latihan kaki tapi tidak punya alat sama sekali nana, di kalau udah bisa rutin, kalian bisa nabung pelampilan buat beli damber kayak igini atau karret kayak igini biar latihan aja di lebih menantang kalau kalian mau rekommendasi damber, laptop karret, komen aja mau atau damber, atau karret atau apa pun lah nanti aku kiri minlinya ke DM kalian udah mulai dulu aja war-odir rumah atau di kos kayak igini karena kita bisa mulai tanpa alat sama sekali jadi gak ada alat sama lagi ya, oke? siap hidri kalau gara-anfa, tetap semangat dan setihar"
439,Trust,"Kalau kalian belum berada tengker jim sama sekali Dan pengen jobah yang tapi bingung kalau pas dateng itu harus ngapain dulu caranya gimana apapun itu lah Ini yang masih tahu step-by-stepnya Beratinya Hal pertama yang paling penting dan harus kalian sehari tau itu adalah cari jim yang bisa bayar harian atau punya fitur free trial Informasi ini bisa kalian sehari di Google Maps Oke, kalau udah nemu jim yang nge-1-1-1 itu jual Masuk nggak seberangkat dan bayar Yajah-haryanya atau pakai fitur free trial ini itu Kalau jim yang aku dateng ini bisa harian ya Hariannya perkunjungan 35 ribu Abis itu kalian bisa taruh bareng-bareng kalian di locker jim ya Terus buat bareng pentingan saya kayak botol buat inom Abis itu handup buat ngelap keringat Sama, penpon kalau misalnya kalian mau ngerkam atau mau yang tek tutorial di youtube atau IG gitu Nah, abis itu kalian bisa kan dibajuh buat gas war out Dan udah deh kalian bisa mulai nge-jim Orang salah kalian bingung cara pakai arata gimana Kalau bisa antara kaya kepatu gas jim yang di front desk Aja temennya udah berpangat-pangat nge-jim ya bisa tanya-tanya Kontek tutorial video di youtube atau instagram atau TikTok Dan kalau ada budget lebih bisa coba pakai personal trainer Nah kalau ada sayang-sim karena bisa ambil baju kalian tadi buat kan dibajuh Atau langsung ambil bareng-bareng kalian Kalau mau langsung bulan Kayaknya, nah kalau jim yang kalian dateng itu bisa sancel-sancel Ya udah langsung aja gas member kayak Sabulan, 30-60 Biar lebih konsisten dan bia yang lebih murah Tapi kalau bisa gak coba, ya udah pindah jim lain Jadi gimana? Udah mencerakan belum Kalau misalnya kalian punya pertanyaan lain yang belum sempat kuzilasin di video ini Bisa di kolom komentar ya Saya refilih ini kalau berwarna fahat, stehard"
43,Anger,"S1, 2, 3, 2 sama aja Omogis dan test langsung Tunggurnya segerikutnya Untuk sampai habis, karena sekarang kami akan test Perbedaan literan speed 1, 2, 3 pada suatu SPB-U Nah, di SPB-U itu selalu ganya Ini nozzlenya ada 3 setingan keputan Biasanya Hmm, apakah masih masih keputan itu literannya beda-beda? Kita tak pernah menangai baik mat dari badan metrologi Eh Mat, ini kita lagi test apa nih, pangkup? Ini kita melaksenakan terap kompat U-Corp BBM Jadi kita mengukur berapa liter yang uar betul? Ah, betul Ini bejana berapa liter? Ini kita menggunakan bejana 20 liter 20 liter Kenapa kesehat 1 liter aja, pangkup dari kompat Apa di defensor sendiri? Itu ada namanya MMQ Minimum misiur menkuali Q1TV Oke, jadi kita menggunakan bejana yang bisa menuhi MMK tersebut Kita tidak boleh mengukur kurang dari bilay tersebut Betul, betul, betul Karena semakin kecil diunglah pengukuran masih semakin besar di biasanya Betul, segera Jadi kita mulai sekarang SPB-1 mat-2 di set 20 liter Start Et SPB-1 Ya Ini akan lama sekali kalau ditungguin Bahagian, kalau kita ngisih bensin misi jali 50 liter, pakai SPB-1 Gak sesehat-seseh dihanzeri orang, ngebarain orang Itu, lambat banget Ya, 20 Sip, sip, takkan takkan takkan takkan Takkan takkan, takkan Ya, pas no Guna Nah, ini kita udah nampak 20 liter lagi Sekarang kita SPB-2 SPB-2 itu di Yang di sana ya Ini terhadap yang kedua Oke Kami udah dikat jalanan Ini kita Nah, so, 2 Ya, nengdua Tapi cemen dari pada SPB-1 60 Ini di no, ya Ya di no pas Nah, ini hasilnya di SPB-2 posisinya Penol ya Jadi persis 20 liter yang keluar dari No Sol itu Untuk SPB-2 Keras 3 Karang kita coba SPB-3 Hah, gimana? Udah, belum, belum di SPB-2 Lepor 1 liter Lepor 1 liter Oke Gas war, SPB-3 Kepert Kalau gini antriana SPB-1 itu makin Time deck atau mungkin ga nanti kalau semua orang SPB-3 di sini Oke, oke Eh, SPB-3 Nggak apa-apa jenau? Nggak Ha, udah mudah-mudahan Pake tersan ini bisa Mengyadukasi kita Bawa Mid 1, 2, 3 pada no Sol SPB-2 itu keluarnya Sama Terima kasih baik-mac Sama-sama Ah, makasih, makasih"
440,Surprise,"Karena entah, wajah kalau rutin jalan kaki 8 sampai 12,000 langkah per hari atau lebih setiap hari nya itu bisa menurunkan resiko kematian sampai 50% dibandingkan sama orang yang jalan kaki nya kurang dari 35 langkah per hari Ini ada studia yang dari AHE Paluk DKK-1222 yang memandingkan 15 studian berpeda dari berbagai negara Makanya sejak Zoridur-Durgo, 5 sampai sekarang, Zubah langkah, ku per hari nya segini nih rata-rata nya Yo, share video ini, ke orang-orang sedar kalian, biar pada mulai jalan kaki yang agak jauh-adikit gitu 5 di bulangan dulu pun nggak apa, yang penting mulai aja dulu Oke, setihar"
441,Trust,"Ternyata cukup kayak gini aja buat tau potensi maksimal tinggi badan kita itu bisa sampai di berapa centimeter. Pertama, karena surfs di Google ke atkulator tinggi potensi genetik. Terus tinggal isia aja tuh data-data nya. Misalkan akunik, akhir-akhir. Tinggi badan babakku 172 cm. Tinggi badan di buku 1.60 cm. Terus tiga peca tombol hasil dan boom. Klu artu hasilnya di 1.64 cm, setelah bahan itu centimeter. Tinggi ku sekarang 179 cm. Ya kurang 2 cm lalai dari potensi maksimalnya. Tapi itu dah lah gila banget sih. Nah kalau kalian mau mencape potensi maksimal tinggi badan kalian itu, usah ini dormala mencukup ya kayak 7-8 jam. Terus makan dengan jam yang teratur dan gini yang cukup ya. Usain juga protein-nya banyak. Terus juga aktif berolah-olah gandang. Ya walaupun tinggi badan itu mayerta sergenetik, tapi usah-usah yang kusabut tadi tuh bagus banget buat membantu mencape tinggi potensi maksimal badan kalian. Itu semuanya dulu aku lakuin dan alam dulu lah worst ya aku bisa sampai 179 cm ini. Jadi supaya kalian buka websitenya, visel komen di bawah ya. Perkira tinggi badan kalian tuh ada di berapa-sebab berapa dan di kalian sekarang ada di berapa. Semoga buat kalian masih masa pertumbungan bisa mencape tinggi potensi maksimalnya ya atau bahkan melabih. Kalau nggak pun juga nggak apa-apa. Santeja. Siar video ini biar teman-teman kalian atau sudor-sodor kaya baranya bahan ini juga, biar pada tahun tinggi potensi maksimal badannya berapa. Tap semangat dan... Tehap!"
442,Proud,"Ternyata, gini caranya buat tau berberan kita itu udah idei atau belum. Kalau kalian mau tau juga, kontan video ini bisa nanti cobain juga ya. Pertama kalian bisa buka web set di E-calculator.net, habis itu tinggal isia aja tuh data-data nya. Misalnya kuning, usia 28 tahun. Tros berat-berat, 803 kg. 3.5-1,799 cm. Dan aktivitinya itu di Moderna Exersai. Nah buat body-fant ini optional bisa di situ, Tungga. Jadi kalau kalian tau di si aja ya, terus 3.5-2, di bawah ini, dan boom. Luar tuh hasilnya. Nah, di bagian ideal wake ini, karena bisa tau berberan-beran ideal kalian tuh, pisarannya berapa. Kalau dia aku, berat-beran nya tuh di 71-76 kg. Tapi kalau mau bentuk autot, mendekati potensi maksimalnya, berat-beran kutu bisa di 79-87 kg. Teganto Modifitnya mau berapa persen. Jadi yuk, kalian buka web set di E-calculator.net ini, habis itu isi datanya dan komen di bawah ya. Berapa dan ideal itu ada di berapa, udah sampai ideal atau belum. Sher juga ketemuan sodara, bapak ibu, om tante, bir mereka juga cobain, buka wesiat ini, dan bisa tau berat-beran nya tuh, udah ideal atau belum nya, Stehaar."
443,Joy,"25 dolar dalam hampir setengahnya dan kalian masih bingung kalau di gini itu selatian apa buat level pemula? apapak, tenah aja sini aku asal alat mana yang gampang di pakai dan tolong banget buat pemula dan lu padisnya gak bisa nih di praktiknya pas lagi di gini oke, dua alat pertama yang aku rekomen ini banget itu adalah cable rose dan lapul down buat ngatih auto fungum atau biseb, sama ngatih postur badan kalian dia lebih tegap selain gampang enaknya alat ini tuh adalah gampang banget buat ngatur bebannya tinggal pin-pin bebannya aja kayak gini nih lanjut buat latihan kaki atau pondasi badan kita ada cita like press kalau di cincelan gak ada like press bisa juga oke banget alat ini tuh aku rekomenin banget karena gampang banget makanya dan midang-midang pin-bobanet juga gampang tiga lo minami dan pinnya aja tuh terus buat auto test kalian bisa latihan beds press atau incline beds press di smith mesin kayak gini nih ini gak terlalu gampang tapi alat ini tuh aman boti pakai karena ada pengamannya di sebelah sini dan sini di jual besan kali gak kuat tinggal di cepetin aja ke bagian pengamannya kalau ada test press kalian pakai test press dulu aja karena ini lebih gampang makanya dari pada alat yang tadi tuh udah sebab dulu aja pakai alat-alat yang di sebelah tadi satu sampai tiga kali seminggu kalau kalian baru mulai ngenjim atau kalau misalnya kalian ada rekomen dasi alat-alatnya gampang tapi aku belum sebut coba komendi bawah ya cari video ini kok berhampaat tetap semangat ngenjimnya dan stehard"
444,Proud,"Soler Tap ini memang gerakannya bagus tapi kalian coba deh taruh tangannya disini terus lakuin pleng pek acu tangan gini nih tangan sekuatnya sampai dapat berapa detik atau menit ya habis itu komen di bawah kalian bisa kuatnya berapa lama ini aku bikin video ini sekalian ke test dan juga kalian aku bisa sampai berapa lama ini aku pasang stop boss di sini oke 30 detik masih aman kalau ditanyakan manfaatnya apa ya ini manfaat kuatin salah satu tangan terus juga jaga kesai bangan banyaklah ada terbutuhMark saya oke alih, semua aku harga selepas ini大家好 karena berapa com bahkan di bawah sayaISH arah disini berat sampai dalamigne berh<|id|> stehthal"
445,Trust,"Bro, wana nya dong? War-ot 2 kali dalam seri itu boleh ga sih? Hah, maksudnya gimana tuh? Ya, misal paginya kulatian pus-up. Terus, seringnya kulari atau latian 4-amp gitu. Boleh ga? Oh gitu, maksudnya. Kalau ada waktu, dan ternangganya sih, ga apa-apa berusila kan aja? Tapi kalau aku kurang rekomendia war-ot kayak gitu. Hah, kenapa kok kayak gitu bro? Gini bro, kalau aku pribadi yang meninggantung war-otnya sekali ada dalam seri tapi Or-out gitu. Misalkan kayak kamu tadi tuh. Habis latian pus-up. Masung aja lari atau latian 4-amp gitu. Diga pun dalam satu sesi. Oh gitu ya. Iya bro. Kali dalam seri itu, levelnya tuh udah atlit bro. Kalau orang biasanya kayak kita masak 1 kali seri udah oke banget. Iya, kita orang biasa. Yo, i, kecuali nih kamu pengen jadi atlit. Atau kalau punya banyak waktu dan banyak kekuatan. Nah itu ga apa-apa kamu buat 2-3 sesi dalam seri. Iya juga sih. Faktor waktu dan kekuatan tuh menentukan banget ya. Tepat sekali. Oke, oke, mulai sekarang kayak gue war-otnya sekali seri aja deh. Kau udah kuat dan ada waktu nya mungkin baru 2 kali seri. Ha, oke, oke bro. Makasih Adips ya bro. Aku bakal folokah musik buat tips-tips yang ga gini nih. Iya sama-sama."
44,Surprise,"mau habis nih Benzini harus diisi om oh ya isi, teman ada pomegian itu? isok aja deh, apa? bagusan pagi kalau siang, Benzini kembang jadi kisinya sedikit ngga ngeru ini ya, di dalam tangkapen, pandam itu regulated temperature jadi temperatur yang gak pengaruh mau membong gue dia jelas tangkapen damnya usulu gitu gitu aja udah senang isi-silih ah, nyampe nih nyapak? isi pertamak oh, lakasan-besan soal bila itu tembayan sama kemampanya makanya sama pertama ya mas isinya, bisa tu aja ya bisa, bisa, bisa kan, bisa tu, bisa tu biar lebih banyak, gak kemampanya gak pengaruh mau, bisa tu, 2, 3, 4, 5, 12, sama aja ada penitramnya mengituya just lu, gue harus keputusan tangkapen, udah di dalam kanal ya kempak, kempak gak pengen gue yang gue yang ingin biar masuk ke banyak gak harus, mau biar sekarang waktunya untuk kayak gil ini ada penitramnya lo banget, nantang gil dan gil gak kek aluh mau di gue yang gue yang ingin gil gimana, juga masuk cepet juga masuknya sekarang, mau nih gue yang gue yang mau mau ngomong jadi, mang ya, masih mau spesatu ya, sama aja mau 1-2-3 terlihat ya makanya lama, kalau satu itu orang jadi perhentian spesatu, 2-3 itu sama aja oh mau bisa dapet selanjut tunggu rius rikutnya test langsung spesatu, 2-3 pada spb"
45,Joy,"Om Muka ada sih Di mana dia? Ya iya, nak, kalian ini Lah? Mama, apa? Muka dari dia depan Pada hei, tutup lagi pergi Ella gua aja"
46,Surprise,kita sudah di markas layar bisa dihargai ser ini misalkan puter dan ini misalkan puter sekarang tidak ada parkiran mengembil kepada geter- geter semua dan ini kenapa ada orang ini ada orang ada
47,Surprise,"Ini adalah adaptive cruise control yang tercanggi, yang pernah kami coba pada suatu mobil. Jadi ini adalah X-Peng X9. Dia bisa juga adaptive cruise control saat maca. Ya sudah banyak mobil yang bisa begitu gila, tapi dia tinggalkan mobil depan maju sedikit. Mobilnya maju dengan jaraknya sangat dekat, kami nganggara sama sekali dan bentinya cukup dekat sesuai sama kebiasaan orang Indonesia, sehingga tidak mudah di potong, apabila kita maca-maca pakai adaptive cruise control X-Peng X9 ini. Luar biasa ini."
48,Surprise,"...nya ubahin Jeep C7-nya teman. Orang-orang merah, terlalu di kontak dia. Ada tolong, gitu-nya. Ini karena udah liganti, jadi digital semua. Nah, ini C7-7 pakai soft top. Soft topnya soft topnya Jeep YJ atau Rangler. Pada pintu stengah, YJ juga, tapi hasilnya saya ingin belum. Hasilnya. YJ, YJ. Ah, ini pernya udah liganti, pernya punya, YJ juga. Jadi, kanak banget pernya. Nah, rememnya kita coba. Ubi itu, terus kembarannya. Oh, pak dong. Jadi, ini pakai master sama servonya, pakai sama yang dipakai di CJ kita juga. CJ dulu. Cepionnya juga pakai cepionnya Rangler. Nggak, nggak ada tuh lebih enak. Tapi, tetap aja yang sebelah kiri tuh ada terlalu... ...kurang cembung. Ini aja pas gini-gini. Sini, komis. Sini, komis aja ya. Hasilnya bagus. Spelangnya pas besar saja kita. Buarnya enak nih. Harus berat-berat tuberu. Hadus esmen sih, nya sih bener-bener disenak. Tetap gue yang gue yang kayak... ...mobil jaman dulu, tapi... Ini ada aja mobil 2. Mampu ada mobil 2. Mampu ada mobil 2. Tapi ini 5 speed, Pak. Tapi ini 5 speed, Pak. Mampu ada 4 dong, Pak. Kira buks bawah, yang 4. Tapi kayaknya karena... ...saya yang mengetik kita o. Bialo cerulah, Jalan. Bialo cerulah, Jalan. Kata nih. Kata nih, orang pakai GPS nih. Antennya GPS, ya. Tapi enak sih rumah istirnya kalau... ...spelang, tapi... ...dampak untuk lurus. Nah, pas itu. Avar ga nih sejai. Raya, ini bener-bener gue ya. Kata nih, dia. Anak priaj itu. Kata burang lagi sejai."
